PMID,factor_relevance,entity,category,source_sentence,explanation
28530016,No,Alzheimer's disease (AD) and related dementia,AD/ADRD,"Conditions that cause cognitive impairment and behavioural and personality changes, such as Alzheimer's disease (AD) and related dementia, have global impact across cultures.",Mentions ADRD as the focus of the study.
28530016,No,"food access, diet, and food security",Food,"Self-reported measures, caregiving stress models, and conceptual theories have been developed to address the physical, financial, psychological, and social factors associated with the experience of dementia care.",No explicit mention of food-related factors in the abstract.
28276132,No,,,,
28111798,No,,,,
27714849,No,eating problems,AD/ADRD,"Apathy/eating problems was associated with more severe caregiver burden, living in one's own home, lower ADL level, and male gender","Symptom cluster in Alzheimer's disease, not a Food factor"
28978658,No,,,,
29095328,No,,,,
29087860,No,,,,
29022655,No,,,,
28840743,No,dementia,ADRD,"During a follow-up of 27.7 (20.8) months, 205 (63.3%) of 324 patients with amnestic MCI progressed to dementia, including 141 to AD.",Outcome studied in the cohort.
28840743,No,Alzheimer's disease (AD),ADRD,"During a follow-up of 27.7 (20.8) months, 205 (63.3%) of 324 patients with amnestic MCI progressed to dementia, including 141 to AD.",Specific dementia subtype tracked as outcome.
28628736,No,,,,
27454406,No,Alzheimer's disease,AD/ADRD,Subjective cognitive decline is considered to be a core feature of pre-Alzheimer's disease (AD) conditions,Directly refers to the disease under study.
27454406,No,executive functions,AD/ADRD,Neuropsychological studies have implicated executive dysfunction on objective performance measures in AD,Cognitive domain impacted in Alzheimer's disease.
29088240,No,Visual hallucinations,ADRD,Visual hallucinations (VHs) are among the most striking features of dementia with Lewy bodies (DLB).,"Describes a key symptom of DLB, a type of ADRD."
29088240,No,Dementia with Lewy bodies (DLB),ADRD,"Given that Lewy body pathology is frequently observed in the brains of patients with AD, we aimed to study factors associated with VHs in AD and examine their association with DLB features.",Links DLB pathology to Alzheimer's disease.
29088240,No,Neuropsychiatric symptoms,ADRD,AD patients with VHs tended to have more severe neuropsychiatric symptoms and greater caregiver burden.,Highlights behavioral impact in ADRD patients.
28916532,No,,,,
28806610,No,,,,
28625207,No,Alzheimer's disease,AD/ADRD,"Our objective was to investigate the longitudinal associations between psychotropic medication use and NPS, cognition, and functional performance in persons with very mild or mild Alzheimer's disease at baseline.",Study focuses on Alzheimer's disease progression and medication impact.
28625207,No,psychotropic medications,Food,Psychotropic medications are widely prescribed to manage neuropsychiatric symptoms (NPS) of Alzheimer's disease (AD).,"Medications are not food factors; study examines drug use, not diet."
28464702,No,frontotemporal dementia (bvFTD),AD/ADRD,Behavioral variant frontotemporal dementia (bvFTD) is a neurodegenerative disorder with initial disturbances in socioemotional behavior in the absence of a sensitive diagnostic test.,"bvFTD is a subtype of frontotemporal dementia, a related dementia."
28158415,No,,,,
28025282,No,,,,
27402137,No,,,,
26945005,No,,,,
28764909,No,,,,
28903738,No,Alzheimer's disease,AD/ADRD,The primary aim of this trial is to determine whether a home-based 6-month PA intervention with individual goal-setting and peer mentors (GM-PA) can significantly increase PA levels in insufficiently active older adults at increased risk of developing Alzheimer's disease (AD).,Target condition for the study's intervention.
28877864,No,,,,
28949318,Yes,nutritional-gerontologic dietary standards,Food,"It is necessary to identify and evaluate risk factors for the occurrence of preventable diseases, change the negative health behaviors in the elderly, and apply the nutritional-gerontologic dietary standards at old people's homes including follow up of dietary intake of nutrients such as vitamins and mineral, with special reference to psychogeriatric patients.",Mentions dietary standards and nutrient intake as interventions for elderly health.
28949318,Yes,psychogeriatric patients,AD/ADRD,"It is necessary to identify and evaluate risk factors for the occurrence of preventable diseases, change the negative health behaviors in the elderly, and apply the nutritional-gerontologic dietary standards at old people's homes including follow up of dietary intake of nutrients such as vitamins and mineral, with special reference to psychogeriatric patients.",Refers to individuals with Alzheimer's disease and other dementias.
28906375,No,,,,
28872042,No,,,,
28811259,No,Alzheimer's disease (AD),AD/ADRD,"The current study aimed to investigate learning and memory of social interactions, the relationship between performance and financial vulnerability and the neural substrates underpinning performance in 14 Alzheimer's disease (AD) and 20 behavioural-variant frontotemporal dementia (bvFTD) patients and 20 age-matched healthy controls.",Study explicitly mentions Alzheimer's disease as a focus group.
28811259,No,behavioural-variant frontotemporal dementia (bvFTD),AD/ADRD,"The current study aimed to investigate learning and memory of social interactions, the relationship between performance and financial vulnerability and the neural substrates underpinning performance in 14 Alzheimer's disease (AD) and 20 behavioural-variant frontotemporal dementia (bvFTD) patients and 20 age-matched healthy controls.",Study explicitly mentions bvFTD as a focus group.
28811259,No,financial vulnerability,AD/ADRD,"The ability to learn from and remember social interactions may impact on susceptibility to financial exploitation, which is elevated in individuals with dementia.","Links dementia to financial vulnerability, a behavioral outcome."
28809653,Yes,mealtime ambient music,Food,"Evidence is insufficient for the effectiveness of mealtime ambient music, bright light, proprioceptive input, wander gardens, optical strategies, and sensory devices in improving behavior or reducing wandering and falls.",Refers to a food-related environmental intervention during mealtimes.
28809653,Yes,Alzheimer's disease and related major neurocognitive disorders,AD/ADRD,"This systematic review evaluated the effectiveness of environment-based interventions that address behavior, perception, and falls in the home and other settings for people with Alzheimer's disease (AD) and related major neurocognitive disorders (NCDs).",Specifies the target population for the study.
28806278,No,,,,
28799481,No,,,,
28733154,No,Alzheimer disease,AD/ADRD,This pilot study examined community pharmacists' knowledge to provide care and services for persons with Alzheimer disease (AD) and area income-based disparities in knowledge and availability of cognitive enhancers.,Study focuses on Alzheimer disease care and disparities.
28733154,No,cognitive enhancers,Healthcare,In-stock availability of select cognitive enhancers was obtained.,Refers to medications for ADRD management.
28732235,No,,,,
28711815,No,frontotemporal dementia,AD/ADRD,"The present case describes an unusual clinical picture associated with frontotemporal dementia (FTD), in which the most salient symptoms originated and remained consistent with Geschwind Syndrome.",Mentions a specific dementia subtype linked to the study.
28711815,No,Geschwind Syndrome,AD/ADRD,"Geschwind Syndrome, a characteristic behavioral syndrome frequently described in patients affected by temporal lobe epilepsy (TLE), consists of the following features: hyper-religiosity, hypergraphia, hyposexuality, and irritability.",Describes a behavioral syndrome observed in dementia.
28693655,No,Alzheimer's disease,AD/ADRD,"The purpose of this study was to investigate the longitudinal trajectory of self- and informant-subjective cognitive complaints (SCC), and to determine if SCC predict longitudinal changes in objective measures (OM) of cognitive function.",Disease under investigation in the study.
28631336,No,Alzheimer's disease,AD/ADRD,"In a group of 511 Alzheimer's disease (AD) biomarker-positive subjects in different stages across the disease spectrum, we performed 3T magnetic resonance imaging...",Study focuses on Alzheimer's disease biomarker-positive subjects.
28629965,No,Mild Cognitive Impairment (MCI),AD/ADRD,To investigate the association between cognitive decline and cortical atrophy in individuals with mild cognitive impairment (MCI) and chronic subsyndromal symptoms of depression (SSD) over a 4-year period.,MCI is a precursor to ADRD and central to the study's focus.
28629965,No,Alzheimer Disease Assessment Scale,AD/ADRD,"The SSD group demonstrated accelerated decline on measures of global cognition (Alzheimer Disease Assessment Scale; df = 421, t = 2.242, p = 0.025),",Standardized tool for assessing cognition in ADRD.
28629965,No,Frontal lobe atrophy,AD/ADRD,"Accelerated frontal lobe (df = 341, t = -2.648, p = 0.008) and anterior cingulate (df = 341, t = -3.786, p < 0.001) atrophy.",Neurodegenerative change linked to ADRD progression.
28383687,No,Alzheimer's disease,AD/ADRD,Caregivers play a major role in providing care for patients with Alzheimer's disease (AD) and are themselves at higher risk of health comorbidities.,The disease studied in the context of caregiver burden.
